PassengerId,Survived,Pclass,Gender,Age,Fare,Embarked,Family
772,0,3,male,48,7.8542,S,0
773,0,2,female,57,10.5,S,0
774,0,3,male,30,7.225,C,0
775,1,2,female,54,23,S,4
776,0,3,male,18,7.75,S,0
777,0,3,male,30,7.75,Q,0
778,1,3,female,5,12.475,S,0
779,0,3,male,30,7.7375,Q,0
780,1,1,female,43,211.3375,S,1
781,1,3,female,13,7.2292,C,0
782,1,1,female,17,57,S,1
783,0,1,male,29,30,S,0
784,0,3,male,30,23.45,S,3
785,0,3,male,25,7.05,S,0
786,0,3,male,25,7.25,S,0
787,1,3,female,18,7.4958,S,0
788,0,3,male,8,29.125,Q,5
789,1,3,male,1,20.575,S,3
790,0,1,male,46,79.2,C,0
791,0,3,male,30,7.75,Q,0
792,0,2,male,16,26,S,0
793,0,3,female,30,69.55,S,10
794,0,1,male,30,30.6958,C,0
795,0,3,male,25,7.8958,S,0
796,0,2,male,39,13,S,0
797,1,1,female,49,25.9292,S,0
798,1,3,female,31,8.6833,S,0
799,0,3,male,30,7.2292,C,0
800,0,3,female,30,24.15,S,2
801,0,2,male,34,13,S,0
802,1,2,female,31,26.25,S,2
803,1,1,male,11,120,S,3
804,1,3,male,0,8.5167,C,1
805,1,3,male,27,6.975,S,0
806,0,3,male,31,7.775,S,0
807,0,1,male,39,0,S,0
808,0,3,female,18,7.775,S,0
809,0,2,male,39,13,S,0
810,1,1,female,33,53.1,S,1
811,0,3,male,26,7.8875,S,0
812,0,3,male,39,24.15,S,0
813,0,2,male,35,10.5,S,0
814,0,3,female,6,31.275,S,6
815,0,3,male,30,8.05,S,0
816,0,1,male,30,0,S,0
817,0,3,female,23,7.925,S,0
818,0,2,male,31,37.0042,C,2
819,0,3,male,43,6.45,S,0
820,0,3,male,10,27.9,S,5
821,1,1,female,52,93.5,S,2
822,1,3,male,27,8.6625,S,0
823,0,1,male,38,0,S,0
824,1,3,female,27,12.475,S,1
825,0,3,male,2,39.6875,S,5
826,0,3,male,30,6.95,Q,0
827,0,3,male,30,56.4958,S,0
828,1,2,male,1,37.0042,C,2
829,1,3,male,30,7.75,Q,0
830,1,1,female,62,80,S,0
831,1,3,female,15,14.4542,C,1
832,1,2,male,1,18.75,S,2
833,0,3,male,30,7.2292,C,0
834,0,3,male,23,7.8542,S,0
835,0,3,male,18,8.3,S,0
836,1,1,female,39,83.1583,C,2
837,0,3,male,21,8.6625,S,0
838,0,3,male,30,8.05,S,0
839,1,3,male,32,56.4958,S,0
840,1,1,male,30,29.7,C,0
841,0,3,male,20,7.925,S,0
842,0,2,male,16,10.5,S,0
843,1,1,female,30,31,C,0
844,0,3,male,34,6.4375,C,0
845,0,3,male,17,8.6625,S,0
846,0,3,male,42,7.55,S,0
847,0,3,male,30,69.55,S,10
848,0,3,male,35,7.8958,C,0
849,0,2,male,28,33,S,1
850,1,1,female,30,89.1042,C,1
851,0,3,male,4,31.275,S,6
852,0,3,male,74,7.775,S,0
853,0,3,female,9,15.2458,C,2
854,1,1,female,16,39.4,S,1
855,0,2,female,44,26,S,1
856,1,3,female,18,9.35,S,1
857,1,1,female,45,164.8667,S,2
858,1,1,male,51,26.55,S,0
859,1,3,female,24,19.2583,C,3
860,0,3,male,30,7.2292,C,0
861,0,3,male,41,14.1083,S,2
862,0,2,male,21,11.5,S,1
863,1,1,female,48,25.9292,S,0
864,0,3,female,30,69.55,S,10
865,0,2,male,24,13,S,0
866,1,2,female,42,13,S,0
867,1,2,female,27,13.8583,C,1
868,0,1,male,31,50.4958,S,0
869,0,3,male,30,9.5,S,0
870,1,3,male,4,11.1333,S,2
871,0,3,male,26,7.8958,S,0
872,1,1,female,47,52.5542,S,2
873,0,1,male,33,5,S,0
874,0,3,male,47,9,S,0
875,1,2,female,28,24,C,1
876,1,3,female,15,7.225,C,0
877,0,3,male,20,9.8458,S,0
878,0,3,male,19,7.8958,S,0
879,0,3,male,30,7.8958,S,0
880,1,1,female,56,83.1583,C,1
881,1,2,female,25,26,S,1
882,0,3,male,33,7.8958,S,0
883,0,3,female,22,10.5167,S,0
884,0,2,male,28,10.5,S,0
885,0,3,male,25,7.05,S,0
886,0,3,female,39,29.125,Q,5
887,0,2,male,27,13,S,0
888,1,1,female,19,30,S,0
889,0,3,female,30,23.45,S,3
890,1,1,male,26,30,C,0
891,0,3,male,32,7.75,Q,0
892,0,3,male,34,7.8292,Q,0
893,1,3,female,47,7,S,1
894,0,2,male,62,9.6875,Q,0
895,0,3,male,27,8.6625,S,0
896,1,3,female,22,12.2875,S,2
897,0,3,male,14,9.225,S,0
898,1,3,female,30,7.6292,Q,0
899,1,2,male,26,29,S,2
900,1,3,female,18,7.2292,C,0
901,1,3,male,21,24.15,S,2
902,1,3,male,30,7.8958,S,0
903,0,1,male,46,26,S,0
904,1,1,female,23,82.2667,S,1
905,0,2,male,63,26,S,1
906,1,1,female,47,61.175,S,1
907,1,2,female,24,27.7208,C,1
908,0,2,male,35,12.35,Q,0
909,0,3,male,21,7.225,C,0
910,0,3,female,27,7.925,S,1
911,1,3,female,45,7.225,C,0
912,1,1,male,55,59.4,C,1
913,0,3,male,9,3.1708,S,1
914,1,1,female,30,31.6833,S,0
915,1,1,male,21,61.3792,C,1
916,1,1,female,48,262.375,C,4
917,0,3,male,50,14.5,S,1
918,1,1,female,22,61.9792,C,1
919,0,3,male,22,7.225,C,0
920,0,1,male,41,30.5,S,0
921,0,3,male,30,21.6792,C,2
922,0,2,male,50,26,S,1
923,0,2,male,24,31.5,S,2
924,0,3,female,33,20.575,S,3
925,0,3,female,30,23.45,S,3
926,1,1,male,30,57.75,C,1
927,0,3,male,18,7.2292,C,0
928,0,3,female,30,8.05,S,0
929,0,3,female,21,8.6625,S,0
930,0,3,male,25,9.5,S,0
931,1,3,male,30,56.4958,S,0
932,0,3,male,39,13.4167,C,1
933,1,1,male,30,26.55,S,0
934,0,3,male,41,7.85,S,0
935,1,2,female,30,13,S,0
936,1,1,female,45,52.5542,S,1
937,0,3,male,25,7.925,S,0
938,1,1,male,45,29.7,C,0
939,0,3,male,30,7.75,Q,0
940,1,1,female,60,76.2917,C,0
941,1,3,female,36,15.9,S,2
942,1,1,male,24,60,S,1
943,0,2,male,27,15.0333,C,0
944,1,2,female,20,23,S,3
945,1,1,female,28,263,S,5
946,1,2,male,30,15.5792,C,0
947,1,3,male,10,29.125,Q,5
948,0,3,male,35,7.8958,S,0
949,0,3,male,25,7.65,S,0
950,1,3,male,30,16.1,S,1
951,1,1,female,36,262.375,C,0
952,0,3,male,17,7.8958,S,0
953,0,2,male,32,13.5,S,0
954,1,3,male,18,7.75,S,0
955,1,3,female,22,7.725,Q,0
956,1,1,male,13,262.375,C,4
957,1,2,female,30,21,S,0
958,1,3,female,18,7.8792,Q,0
959,0,1,male,47,42.4,S,0
960,1,1,male,31,28.5375,C,0
961,1,1,female,60,263,S,5
962,1,3,female,24,7.75,Q,0
963,0,3,male,21,7.8958,S,0
964,0,3,female,29,7.925,S,0
965,1,1,male,28,27.7208,C,0
966,1,1,female,35,211.5,C,0
967,1,1,male,32,211.5,C,0
968,0,3,male,30,8.05,S,0
969,1,1,female,55,25.7,S,2
970,1,2,male,30,13,S,0
971,1,3,female,24,7.75,Q,0
972,0,3,male,6,15.2458,C,2
973,1,1,male,67,221.7792,S,1
974,0,1,male,49,26,S,0
975,0,3,male,30,7.8958,S,0
976,0,2,male,30,10.7083,Q,0
977,0,3,male,30,14.4542,C,1
978,1,3,female,27,7.8792,Q,0
979,0,3,female,18,8.05,S,0
980,1,3,female,30,7.75,Q,0
981,0,2,male,2,23,S,2
982,1,3,female,22,13.9,S,1
983,0,3,male,30,7.775,S,0
984,1,1,female,27,52,S,3
985,0,3,male,30,8.05,S,0
986,0,1,male,25,26,C,0
987,0,3,male,25,7.7958,S,0
988,1,1,female,76,78.85,S,1
989,0,3,male,29,7.925,S,0
990,0,3,female,20,7.8542,S,0
991,0,3,male,33,8.05,S,0
992,1,1,female,43,55.4417,C,1
993,0,2,male,27,26,S,1
994,0,3,male,30,7.75,Q,0
995,0,3,male,26,7.775,S,0
996,1,3,female,16,8.5167,C,2
997,0,3,male,28,22.525,S,0
998,0,3,male,21,7.8208,Q,0
999,0,3,male,30,7.75,Q,0
1000,0,3,male,30,8.7125,S,0
1001,0,2,male,18,13,S,0
1002,0,2,male,41,15.0458,C,0
1003,1,3,female,30,7.7792,Q,0
1004,1,1,female,36,31.6792,C,0
1005,1,3,female,18,7.2833,Q,0
1006,1,1,female,63,221.7792,S,1
1007,0,3,male,18,14.4542,C,1
1008,0,3,male,30,6.4375,C,0
1009,1,3,female,1,16.7,S,2
1010,1,1,male,36,75.2417,C,0
1011,1,2,female,29,26,S,1
1012,1,2,female,12,15.75,S,0
1013,0,3,male,30,7.75,Q,1
1014,1,1,female,35,57.75,C,1
1015,0,3,male,28,7.25,S,0
1016,1,3,male,30,7.75,Q,0
1017,1,3,female,17,16.1,S,1
1018,0,3,male,22,7.7958,S,0
1019,1,3,female,30,23.25,Q,2
1020,0,2,male,42,13,S,0
1021,0,3,male,24,8.05,S,0
1022,0,3,male,32,8.05,S,0
1023,1,1,male,53,28.5,C,0
1024,0,3,female,30,25.4667,S,4
1025,0,3,male,30,6.4375,C,1
1026,0,3,male,43,7.8958,S,0
1027,0,3,male,24,7.8542,S,0
1028,0,3,male,26,7.225,C,0
1029,0,2,male,26,13,S,0
1030,0,3,female,23,8.05,S,0
1031,0,3,male,40,46.9,S,7
1032,0,3,female,10,46.9,S,7
1033,1,1,female,33,151.55,S,0
1034,1,1,male,61,262.375,C,4
1035,0,2,male,28,26,S,0
1036,1,1,male,42,26.55,S,0
1037,0,3,male,31,18,S,3
1038,0,1,male,30,51.8625,S,0
1039,1,3,male,22,8.05,S,0
1040,1,1,male,30,26.55,S,0
1041,0,2,male,30,26,S,2
1042,1,1,female,23,83.1583,C,1
1043,0,3,male,30,7.8958,C,0
1044,0,3,male,60,,S,0
1045,1,3,female,36,12.1833,S,2
1046,0,3,male,13,31.3875,S,6
1047,1,3,male,24,7.55,S,0
1048,1,1,female,29,221.7792,S,0
1049,0,3,female,23,7.8542,S,0
1050,1,1,male,42,26.55,S,0
1051,1,3,female,26,13.775,S,2
1052,1,3,female,30,7.7333,Q,0
1053,0,3,male,7,15.2458,C,2
1054,1,2,female,26,13.5,S,0
1055,0,3,male,30,7,S,0
1056,0,2,male,41,13,S,0
1057,0,3,female,26,22.025,S,2
1058,0,1,male,48,50.4958,C,0
1059,0,3,male,18,34.375,S,4
1060,1,1,female,30,27.7208,C,0
1061,1,3,female,22,8.9625,S,0
1062,0,3,male,30,7.55,S,0
1063,0,3,male,27,7.225,C,0
1064,1,3,male,23,13.9,S,1
1065,0,3,male,30,7.2292,C,0
1066,0,3,male,40,31.3875,S,6
1067,1,2,female,15,39,S,2
1068,1,2,female,20,36.75,S,0
1069,1,1,male,54,55.4417,C,1
1070,1,2,female,36,39,S,3
1071,1,1,female,64,83.1583,C,2
1072,0,2,male,30,13,S,0
1073,1,1,male,37,83.1583,C,2
1074,1,1,female,18,53.1,S,1
1075,1,3,male,30,7.75,Q,0
1076,1,1,female,27,247.5208,C,2
1077,0,2,male,40,16,S,0
1078,1,2,female,21,21,S,1
1079,0,3,male,17,8.05,S,2
1080,0,3,female,30,69.55,S,10
1081,0,2,male,40,13,S,0
1082,0,2,male,34,26,S,1
1083,0,1,male,30,26,S,0
1084,0,3,male,12,14.5,S,2
1085,1,2,male,61,12.35,Q,0
1086,0,2,male,8,32.5,S,2
1087,0,3,male,33,7.8542,S,0
1088,1,1,male,6,134.5,C,2
1089,0,3,female,18,7.775,S,0
1090,0,2,male,23,10.5,S,0
1091,0,3,female,30,8.1125,S,0
1092,1,3,female,30,15.5,Q,0
1093,0,3,male,0,14.4,S,2
1094,1,1,male,47,227.525,C,1
1095,1,2,female,8,26,S,2
1096,0,2,male,25,10.5,S,0
1097,1,1,male,30,25.7417,C,0
1098,1,3,female,35,7.75,Q,0
1099,0,2,male,24,10.5,S,0
1100,1,1,female,33,27.7208,C,0
1101,0,3,male,25,7.8958,S,0
1102,0,3,male,32,22.525,S,0
1103,0,3,male,30,7.05,S,0
1104,0,2,male,17,73.5,S,0
1105,1,2,female,60,26,S,1
1106,0,3,female,38,7.775,S,6
1107,0,1,male,42,42.5,S,0
1108,1,3,female,30,7.8792,Q,0
1109,1,1,male,57,164.8667,S,2
1110,1,1,female,50,211.5,C,2
1111,0,3,male,30,8.05,S,0
1112,1,2,female,30,13.8583,C,1
1113,0,3,male,21,8.05,S,0
1114,1,2,female,22,10.5,S,0
1115,0,3,male,21,7.7958,S,0
1116,1,1,female,53,27.4458,C,0
1117,1,3,female,30,15.2458,C,2
1118,0,3,male,23,7.7958,S,0
1119,1,3,female,30,7.75,Q,0
1120,0,3,male,40,15.1,S,0
1121,0,2,male,36,13,S,0
1122,0,2,male,14,65,S,0
1123,1,1,female,21,26.55,S,0
1124,0,3,male,21,6.4958,S,1
1125,0,3,male,30,7.8792,Q,0
1126,1,1,male,39,71.2833,C,1
1127,0,3,male,20,7.8542,S,0
1128,1,1,male,64,75.25,C,1
1129,1,3,male,20,7.225,C,0
1130,1,2,female,18,13,S,2
1131,1,1,female,48,106.425,C,1
1132,1,1,female,55,27.7208,C,0
1133,1,2,female,45,30,S,2
1134,1,1,male,45,134.5,C,2
1135,0,3,male,30,7.8875,S,0
1136,0,3,male,30,23.45,S,3
1137,0,1,male,41,51.8625,S,1
1138,1,2,female,22,21,S,0
1139,0,2,male,42,32.5,S,2
1140,1,2,female,29,26,S,1
1141,0,3,female,30,14.4542,C,1
1142,1,2,female,1,27.75,S,3
1143,0,3,male,20,7.925,S,0
1144,1,1,male,27,136.7792,C,1
1145,0,3,male,24,9.325,S,0
1146,0,3,male,32,9.5,S,0
1147,0,3,male,30,7.55,S,0
1148,0,3,male,30,7.75,Q,0
1149,0,3,male,28,8.05,S,0
1150,1,2,female,19,13,S,0
1151,1,3,male,21,7.775,S,0
1152,0,3,male,36,17.4,S,1
1153,0,3,male,21,7.8542,S,0
1154,1,2,female,29,23,S,2
1155,1,3,female,1,12.1833,S,2
1156,0,2,male,30,12.7375,C,0
1157,0,3,male,30,7.8958,S,0
1158,0,1,male,30,0,S,0
1159,0,3,male,30,7.55,S,0
1160,0,3,female,30,8.05,S,0
1161,0,3,male,17,8.6625,S,0
1162,1,1,male,46,75.2417,C,0
1163,0,3,male,30,7.75,Q,0
1164,1,1,female,26,136.7792,C,1
1165,1,3,female,30,15.5,Q,1
1166,0,3,male,30,7.225,C,0
1167,1,2,female,20,26,S,1
1168,0,2,male,28,10.5,S,0
1169,0,2,male,40,26,S,1
1170,0,2,male,30,21,S,1
1171,0,2,male,22,10.5,S,0
1172,0,3,female,23,8.6625,S,0
1173,0,3,male,1,13.775,S,2
1174,1,3,female,30,7.75,Q,0
1175,1,3,female,9,15.2458,C,2
1176,0,3,female,2,20.2125,S,2
1177,0,3,male,36,7.25,S,0
1178,0,3,male,30,7.25,S,0
1179,1,1,male,24,82.2667,S,1
1180,0,3,male,30,7.2292,C,0
1181,0,3,male,30,8.05,S,0
1182,0,1,male,30,39.6,S,0
1183,1,3,female,30,6.95,Q,0
1184,0,3,male,30,7.2292,C,0
1185,1,1,male,53,81.8583,S,2
1186,0,3,male,36,9.5,S,0
1187,0,3,male,26,7.8958,S,0
1188,1,2,female,1,41.5792,C,3
1189,1,3,male,30,21.6792,C,2
1190,0,1,male,30,45.5,S,0
1191,1,3,male,29,7.8542,S,0
1192,0,3,male,32,7.775,S,0
1193,0,2,male,30,15.0458,C,0
1194,0,2,male,43,21,S,1
1195,0,3,male,24,8.6625,S,0
1196,1,3,female,30,7.75,Q,0
1197,1,1,female,64,26.55,S,2
1198,1,1,male,30,151.55,S,3
1199,0,3,male,1,9.35,S,1
1200,1,1,male,55,93.5,S,2
1201,1,3,female,45,14.1083,S,1
1202,0,3,male,18,8.6625,S,0
1203,0,3,male,22,7.225,C,0
1204,0,3,male,30,7.575,S,0
1205,1,3,female,37,7.75,Q,0
1206,1,1,female,55,135.6333,C,0
1207,1,3,female,17,7.7333,Q,0
1208,1,1,male,57,146.5208,C,1
1209,0,2,male,19,10.5,S,0
1210,0,3,male,27,7.8542,S,0
1211,0,2,male,22,31.5,S,2
1212,0,3,male,26,7.775,S,0
1213,0,3,male,25,7.2292,C,0
1214,0,2,male,26,13,S,0
1215,1,1,male,33,26.55,S,0
1216,1,1,female,39,211.3375,S,0
1217,0,3,male,23,7.05,S,0
1218,1,2,female,12,39,S,3
1219,1,1,male,46,79.2,C,0
1220,0,2,male,29,26,S,1
1221,0,2,male,21,13,S,0
1222,1,2,female,48,36.75,S,2
1223,1,1,male,39,29.7,C,0
1224,0,3,male,30,7.225,C,0
1225,1,3,female,19,15.7417,C,2
1226,0,3,male,27,7.8958,S,0
1227,0,1,male,30,26,S,0
1228,0,2,male,32,13,S,0
1229,0,3,male,39,7.2292,C,2
1230,0,2,male,25,31.5,S,0
1231,0,3,male,30,7.2292,C,0
1232,1,2,male,18,10.5,S,0
1233,0,3,male,32,7.5792,S,0
1234,1,3,male,30,69.55,S,10
1235,1,1,female,58,512.3292,C,1
1236,0,3,male,30,14.5,S,2
1237,1,3,female,16,7.65,S,0
1238,0,2,male,26,13,S,0
1239,1,3,female,38,7.2292,C,0
1240,1,2,male,24,13.5,S,0
1241,1,2,female,31,21,S,0
1242,1,1,female,45,63.3583,C,1
1243,0,2,male,25,10.5,S,0
1244,0,2,male,18,73.5,S,0
1245,0,2,male,49,65,S,3
1246,0,3,female,0,20.575,S,3
1247,0,1,male,50,26,S,0
1248,1,1,female,59,51.4792,S,2
1249,0,3,male,30,7.8792,S,0
1250,0,3,male,30,7.75,Q,0
1251,1,3,female,30,15.55,S,1
1252,1,3,male,14,69.55,S,10
1253,1,2,female,24,37.0042,C,2
1254,1,2,female,31,21,S,0
1255,0,3,male,27,8.6625,S,0
1256,1,1,female,25,55.4417,C,1
1257,0,3,female,30,69.55,S,10
1258,1,3,male,30,14.4583,C,1
1259,0,3,female,22,39.6875,S,0
1260,1,1,female,45,59.4,C,1
1261,0,2,male,29,13.8583,C,0
1262,0,2,male,21,11.5,S,1
1263,1,1,female,31,134.5,C,0
1264,0,1,male,49,0,S,0
1265,0,2,male,44,13,S,0
1266,1,1,female,54,81.8583,S,2
1267,1,1,female,45,262.375,C,0
1268,0,3,female,22,8.6625,S,2
1269,0,2,male,21,11.5,S,0
1270,0,1,male,55,50,S,0
1271,0,3,male,5,31.3875,S,6
1272,0,3,male,30,7.75,Q,0
1273,1,3,male,26,7.8792,Q,0
1274,1,3,female,30,14.5,S,0
1275,1,3,female,19,16.1,S,1
1276,0,2,male,30,12.875,S,0
1277,1,2,female,24,65,S,3
1278,0,3,male,24,7.775,S,0
1279,0,2,male,57,13,S,0
1280,0,3,male,21,7.75,Q,0
1281,0,3,male,6,21.075,S,4
1282,1,1,male,23,93.5,S,0
1283,1,1,female,51,39.4,S,1
1284,0,3,male,13,20.25,S,2
1285,0,2,male,47,10.5,S,0
1286,0,3,male,29,22.025,S,4
1287,1,1,female,18,60,S,1
1288,0,3,male,24,7.25,Q,0
1289,1,1,female,48,79.2,C,2
1290,0,3,male,22,7.775,S,0
1291,0,3,male,31,7.7333,Q,0
1292,1,1,female,30,164.8667,S,0
1293,0,2,male,38,21,S,1
1294,1,1,female,22,59.4,C,1
1295,0,1,male,17,47.1,S,0
1296,1,1,male,43,27.7208,C,1
1297,0,2,male,20,13.8625,C,0
1298,0,2,male,23,10.5,S,1
1299,1,1,male,50,211.5,C,2
1300,1,3,female,30,7.7208,Q,0
1301,1,3,female,3,13.775,S,2
1302,1,3,female,30,7.75,Q,0
1303,1,1,female,37,90,Q,1
1304,0,3,female,28,7.775,S,0
1305,0,3,male,30,8.05,S,0
1306,1,1,female,39,108.9,C,0
1307,0,3,male,38,7.25,S,0
1308,0,3,male,30,8.05,S,0
1309,0,3,male,30,22.3583,C,2
